,text
672,"<|endoftext|>Convert hex string `hexString` to int: int(hexString, 16)<|endoftext|>"
673,"<|endoftext|>print variable `value ` without spaces: print('Value is ""' + str(value) + '""')<|endoftext|>"
674,"<|endoftext|>Print a string `value` with string formatting: print('Value is ""{}""'.format(value))<|endoftext|>"
675,<|endoftext|>Jinja join elements of array `tags` with space string ' ': {{tags | join(' ')}}<|endoftext|>
676,<|endoftext|>get a list of locally installed Python modules: help('modules')<|endoftext|>
677,<|endoftext|>Get only first element in each of the innermost of the multidimensional list `listD`: [[[x[0]] for x in listD[i]] for i in range(len(listD))]<|endoftext|>
678,"<|endoftext|>Sort a string `s` in lexicographic order: sorted(s, key=str.upper)<|endoftext|>"
679,"<|endoftext|>sort string `s` in lexicographic order: sorted(sorted(s), key=str.upper)<|endoftext|>"
680,"<|endoftext|>get a sorted list of the characters of string `s` in lexicographic order, with lowercase letters first: sorted(s, key=str.lower)<|endoftext|>"
681,"<|endoftext|>find all the rows in Dataframe 'df2' that are also present in Dataframe 'df1', for the columns 'A', 'B', 'C' and 'D'.: pd.merge(df1, df2, on=['A', 'B', 'C', 'D'], how='inner')<|endoftext|>"
682,"<|endoftext|>Reverse key-value pairs in a dictionary `map`: dict((v, k) for k, v in map.items())<|endoftext|>"
683,<|endoftext|>decode unicode string `s` into a readable unicode literal: s.decode('unicode_escape')<|endoftext|>
684,<|endoftext|>convert list of strings `str_list` into list of integers: [int(i) for i in str_list]<|endoftext|>
685,"<|endoftext|>convert a list with string `['1', '2', '3']` into list with integers: map(int, ['1', '2', '3'])<|endoftext|>"
686,"<|endoftext|>convert list with str into list with int: list(map(int, ['1', '2', '3']))<|endoftext|>"
687,"<|endoftext|>find all anchor tags in html `soup` whose url begins with `http://www.iwashere.com`: soup.find_all('a', href=re.compile('http://www\\.iwashere\\.com/'))<|endoftext|>"
688,"<|endoftext|>find all anchors with a hyperlink that matches the pattern '^(?!(?:[a-zA-Z][a-zA-Z0-9+.-]*:|//))': soup.find_all('a', href=re.compile('^(?!(?:[a-zA-Z][a-zA-Z0-9+.-]*:|//))'))<|endoftext|>"
689,"<|endoftext|>execute a jar file 'Blender.jar' using subprocess: subprocess.call(['java', '-jar', 'Blender.jar'])<|endoftext|>"
690,"<|endoftext|>insert row into mysql database with column 'column1' set to the value `value`: cursor.execute('INSERT INTO table (`column1`) VALUES (%s)', (value,))<|endoftext|>"
691,"<|endoftext|>remove a substring "".com"" from the end of string `url`: if url.endswith('.com'):
    url = url[:(-4)]<|endoftext|>"
692,"<|endoftext|>remove a substring "".com"" from the end of string `url`: url = re.sub('\\.com$', '', url)<|endoftext|>"
693,"<|endoftext|>remove a substring "".com"" from the end of string `url`: print(url.replace('.com', ''))<|endoftext|>"
694,"<|endoftext|>remove a substring `suffix` from the end of string `text`: if (not text.endswith(suffix)):
    return text
return text[:(len(text) - len(suffix))]<|endoftext|>"
695,"<|endoftext|>print each first value from a list of tuples `mytuple` with string formatting: print(', ,'.join([str(i[0]) for i in mytuple]))<|endoftext|>"
696,"<|endoftext|>clamping floating number `my_value` to be between `min_value` and `max_value`: max(min(my_value, max_value), min_value)<|endoftext|>"
697,"<|endoftext|>split a unicode string `text` into a list of words and punctuation characters with a regex: re.findall('\\w+|[^\\w\\s]', text, re.UNICODE)<|endoftext|>"
698,<|endoftext|>execute raw sql queue '<sql here>' in database `db` in sqlalchemy-flask app: result = db.engine.execute('<sql here>')<|endoftext|>
699,<|endoftext|>quit program: sys.exit(0)<|endoftext|>
700,"<|endoftext|>get digits in string `my_string`: """""""""""".join(c for c in my_string if c.isdigit())<|endoftext|>"
701,"<|endoftext|>split string `str1` on one or more spaces with a regular expression: re.split(' +', str1)<|endoftext|>"
703,"<|endoftext|>Evaluate a nested dictionary `myobject.id.number` to get `number` if `myobject` is present with getattr: getattr(getattr(myobject, 'id', None), 'number', None)<|endoftext|>"
704,<|endoftext|>convert generator object to a dictionary: {i: (i * 2) for i in range(10)}<|endoftext|>
705,"<|endoftext|>convert generator object to a dictionary: dict((i, i * 2) for i in range(10))<|endoftext|>"
706,<|endoftext|>Matplotlib clear the current axes.: plt.cla()<|endoftext|>
707,"<|endoftext|>split string `s` into float values and write sum to `total`: total = sum(float(item) for item in s.split(','))<|endoftext|>"
708,<|endoftext|>Convert ascii value 'P' to binary: bin(ord('P'))<|endoftext|>
709,"<|endoftext|>print a string after a specific substring ', ' in string `my_string `: print(my_string.split(', ', 1)[1])<|endoftext|>"
710,<|endoftext|>get value of key `post code` associated with first index of key `places` of dictionary `data`: print(data['places'][0]['post code'])<|endoftext|>
711,"<|endoftext|>remove colon character surrounded by vowels letters in string `word`: word = re.sub('([aeiou]):(([aeiou][^aeiou]*){3})$', '\\1\\2', word)<|endoftext|>"
712,"<|endoftext|>extract data field 'bar' from json object: json.loads('{""foo"": 42, ""bar"": ""baz""}')['bar']<|endoftext|>"
713,<|endoftext|>Convert JSON array `array` to Python object: data = json.loads(array)<|endoftext|>
714,<|endoftext|>Convert JSON array `array` to Python object: data = json.loads(array)<|endoftext|>
715,"<|endoftext|>pars a string 'http://example.org/#comments' to extract hashtags into an array: re.findall('#(\\w+)', 'http://example.org/#comments')<|endoftext|>"
716,<|endoftext|>do a boolean check if a string `lestring` contains any of the items in list `lelist`: any(e in lestring for e in lelist)<|endoftext|>
718,"<|endoftext|>Parsing HTML string `html` using BeautifulSoup: parsed_html = BeautifulSoup(html)
print(parsed_html.body.find('div', attrs={'class': 'container', }).text)<|endoftext|>"
719,"<|endoftext|>Parsing webpage 'http://www.google.com/' using BeautifulSoup: page = urllib.request.urlopen('http://www.google.com/')
soup = BeautifulSoup(page)<|endoftext|>"
720,"<|endoftext|>change figure size to 3 by 4 in matplotlib: plt.figure(figsize=(3, 4))<|endoftext|>"
721,"<|endoftext|>Strip punctuation from string `s`: s.translate(None, string.punctuation)<|endoftext|>"
722,<|endoftext|>django urlsafe base64 decode string `uenc` with decryption: base64.urlsafe_b64decode(uenc.encode('ascii'))<|endoftext|>
723,<|endoftext|>get the number of all keys in the nested dictionary `dict_list`: len(dict_test) + sum(len(v) for v in dict_test.values())<|endoftext|>
724,<|endoftext|>return the conversion of decimal `d` to hex without the '0x' prefix: hex(d).split('x')[1]<|endoftext|>
725,<|endoftext|>create a list containing digits of number 123 as its elements: list(str(123))<|endoftext|>
726,<|endoftext|>converting integer `num` to list: [int(x) for x in str(num)]<|endoftext|>
727,<|endoftext|>select a first form with no name in mechanize: br.select_form(nr=0)<|endoftext|>
728,"<|endoftext|>Open file 'sample.json' in read mode with encoding of 'utf-8-sig': json.load(codecs.open('sample.json', 'r', 'utf-8-sig'))<|endoftext|>"
729,<|endoftext|>load json file 'sample.json' with utf-8 bom header: json.loads(open('sample.json').read().decode('utf-8-sig'))<|endoftext|>
730,"<|endoftext|>setup a smtp mail server to `smtp.gmail.com` with port `587`: server = smtplib.SMTP('smtp.gmail.com', 587)<|endoftext|>"
731,"<|endoftext|>revers correlating bits of integer `n`: int('{:08b}'.format(n)[::-1], 2)<|endoftext|>"
732,"<|endoftext|>add column `d` to index of dataframe `df`: df.set_index(['d'], append=True)<|endoftext|>"
733,"<|endoftext|>Iterating over a dictionary `d` using for loops: for (key, value) in d.items():
    pass<|endoftext|>"
734,"<|endoftext|>Iterating over a dictionary `d` using for loops: for (key, value) in list(d.items()):
    pass<|endoftext|>"
735,"<|endoftext|>Iterating key and items over dictionary `d`: for (letter, number) in list(d.items()):
    pass<|endoftext|>"
736,"<|endoftext|>Iterating key and items over dictionary `d`: for (k, v) in list(d.items()):
    pass<|endoftext|>"
737,<|endoftext|>get keys and items of dictionary `d`: list(d.items())<|endoftext|>
738,<|endoftext|>get keys and items of dictionary `d` as a list: list(d.items())<|endoftext|>
739,"<|endoftext|>Iterating key and items over dictionary `d`: for (k, v) in list(d.items()):
    pass<|endoftext|>"
740,"<|endoftext|>Iterating key and items over dictionary `d`: for (letter, number) in list(d.items()):
    pass<|endoftext|>"
741,"<|endoftext|>Iterating key and items over dictionary `d`: for (letter, number) in list(d.items()):
    pass<|endoftext|>"
742,<|endoftext|>query all data from table `Task` where the value of column `time_spent` is bigger than 3 hours: session.query(Task).filter(Task.time_spent > timedelta(hours=3)).all()<|endoftext|>
743,<|endoftext|>compile Visual Studio project `project.sln` from the command line through python: os.system('msbuild project.sln /p:Configuration=Debug')<|endoftext|>
744,"<|endoftext|>get max key in dictionary `MyCount`: max(list(MyCount.keys()), key=int)<|endoftext|>"
745,<|endoftext|>execute command 'source .bashrc; shopt -s expand_aliases; nuke -x scriptPath' from python script: os.system('source .bashrc; shopt -s expand_aliases; nuke -x scriptPath')<|endoftext|>
746,<|endoftext|>get a name of function `my_function` as a string: my_function.__name__<|endoftext|>
748,"<|endoftext|>check if all values in the columns of a numpy matrix `a` are same: np.all(a == a[(0), :], axis=0)<|endoftext|>"
749,"<|endoftext|>sort list `a` in ascending order based on the addition of the second and third elements of each tuple in it: sorted(a, key=lambda x: (sum(x[1:3]), x[0]))<|endoftext|>"
750,"<|endoftext|>sort a list of tuples `a` by the sum of second and third element of each tuple: sorted(a, key=lambda x: (sum(x[1:3]), x[0]), reverse=True)<|endoftext|>"
751,"<|endoftext|>sorting a list of tuples `lst` by the sum of the second elements onwards, and third element of the tuple: sorted(lst, key=lambda x: (sum(x[1:]), x[0]))<|endoftext|>"
752,"<|endoftext|>sort the list of tuples `lst` by the sum of every value except the first and by the first value in reverse order: sorted(lst, key=lambda x: (sum(x[1:]), x[0]), reverse=True)<|endoftext|>"
753,"<|endoftext|>add header 'WWWAuthenticate' in a flask app with value 'Basic realm=""test""': response.headers['WWW-Authenticate'] = 'Basic realm=""test""'<|endoftext|>"
754,<|endoftext|>clear session key 'mykey': del request.session['mykey']<|endoftext|>
755,"<|endoftext|>convert date string '24052010' to date object in format '%d%m%Y': datetime.datetime.strptime('24052010', '%d%m%Y').date()<|endoftext|>"
756,"<|endoftext|>Replace non-ASCII characters in string `text` with a single space: re.sub('[^\\x00-\\x7F]+', ' ', text)<|endoftext|>"
758,<|endoftext|>Get a list `myList` from 1 to 10: myList = [i for i in range(10)]<|endoftext|>
759,<|endoftext|>use regex pattern '((.+?)\\2+)' to split string '44442(2)2(2)44': [m[0] for m in re.compile('((.+?)\\2+)').findall('44442(2)2(2)44')]<|endoftext|>
760,"<|endoftext|>use regular expression '((\\d)(?:[()]*\\2*[()]*)*)' to split string `s`: [i[0] for i in re.findall('((\\d)(?:[()]*\\2*[()]*)*)', s)]<|endoftext|>"
761,"<|endoftext|>remove the space between subplots in matplotlib.pyplot: fig.subplots_adjust(wspace=0, hspace=0)<|endoftext|>"
762,<|endoftext|>Reverse list `x`: x[::-1]<|endoftext|>
764,<|endoftext|>write a list of strings `row` to csv object `csvwriter`: csvwriter.writerow(row)<|endoftext|>
765,<|endoftext|>Jinja2 formate date `item.date` accorto pattern 'Y M d': {{(item.date | date): 'Y M d'}}<|endoftext|>
766,"<|endoftext|>Split a string `text` with comma, question mark or exclamation by non-consuming regex using look-behind: re.split('(?<=[\\.\\?!]) ', text)<|endoftext|>"
767,<|endoftext|>create a regular expression object with the pattern '\xe2\x80\x93': re.compile('\xe2\x80\x93')<|endoftext|>
768,<|endoftext|>declare an array `variable`: variable = []<|endoftext|>
769,<|endoftext|>declare an array with element 'i': intarray = array('i')<|endoftext|>
770,"<|endoftext|>given list `to_reverse`, reverse the all sublists and the list itself: [sublist[::-1] for sublist in to_reverse[::-1]]<|endoftext|>"
772,"<|endoftext|>unescape special characters without splitting data in array of strings `['I ', u'<', '3s U ', u'&', ' you luvz me']`: """""""""""".join(['I ', '<', '3s U ', '&', ' you luvz me'])<|endoftext|>"
773,<|endoftext|>disable logging while running unit tests in python django: logging.disable(logging.CRITICAL)<|endoftext|>
774,"<|endoftext|>adding url `url` to mysql row: cursor.execute('INSERT INTO index(url) VALUES(%s)', (url,))<|endoftext|>"
775,<|endoftext|>convert column of date objects 'DateObj' in pandas dataframe `df` to strings in new column 'DateStr': df['DateStr'] = df['DateObj'].dt.strftime('%d%m%Y')<|endoftext|>
776,<|endoftext|>split string `s` by '@' and get the first element: s.split('@')[0]<|endoftext|>
777,<|endoftext|>drop rows of dataframe `df` whose index is smaller than the value of `start_remove` or bigger than the value of`end_remove`: df.query('index < @start_remove or index > @end_remove')<|endoftext|>
778,<|endoftext|>Drop the rows in pandas timeseries `df` from the row containing index `start_remove` to the row containing index `end_remove`: df.loc[(df.index < start_remove) | (df.index > end_remove)]<|endoftext|>
779,<|endoftext|>Get the number of NaN values in each column of dataframe `df`: df.isnull().sum()<|endoftext|>
780,<|endoftext|>reset index of dataframe `df`so that existing index values are transferred into `df`as columns: df.reset_index(inplace=True)<|endoftext|>
781,<|endoftext|>generate a list containing values associated with the key 'value' of each dictionary inside list `list_of_dicts`: [x['value'] for x in list_of_dicts]<|endoftext|>
784,"<|endoftext|>convert numpy array into python list structure: np.array([[1, 2, 3], [4, 5, 6]]).tolist()<|endoftext|>"
785,"<|endoftext|>converting string '(1,2,3,4)' to a tuple: ast.literal_eval('(1,2,3,4)')<|endoftext|>"
786,<|endoftext|>keep a list `dataList` of lists sorted as it is created by second element: dataList.sort(key=lambda x: x[1])<|endoftext|>
787,"<|endoftext|>remove duplicated items from list of lists `testdata`: list(map(list, set(map(lambda i: tuple(i), testdata))))<|endoftext|>"
788,<|endoftext|>uniqueness for list of lists `testdata`: [list(i) for i in set(tuple(i) for i in testdata)]<|endoftext|>
789,"<|endoftext|>in django, check if a user is in a group 'Member': return user.groups.filter(name='Member').exists()<|endoftext|>"
790,"<|endoftext|>check if a user `user` is in a group from list of groups `['group1', 'group2']`: return user.groups.filter(name__in=['group1', 'group2']).exists()<|endoftext|>"
791,<|endoftext|>Change log level dynamically to 'DEBUG' without restarting the application: logging.getLogger().setLevel(logging.DEBUG)<|endoftext|>
792,"<|endoftext|>Concat each values in a tuple `(34.2424, -64.2344, 76.3534, 45.2344)` to get a string: """""""""""".join(str(i) for i in (34.2424, -64.2344, 76.3534, 45.2344))<|endoftext|>"
793,"<|endoftext|>swap each pair of characters in string `s`: """""""""""".join([s[x:x + 2][::-1] for x in range(0, len(s), 2)])<|endoftext|>"
794,"<|endoftext|>save current figure to file 'graph.png' with resolution of 1000 dpi: plt.savefig('graph.png', dpi=1000)<|endoftext|>"
795,<|endoftext|>delete items from list `my_list` if the item exist in list `to_dell`: my_list = [[x for x in sublist if x not in to_del] for sublist in my_list]<|endoftext|>
